Date,Close
8/15/2019,133.68
8/16/2019,136.13
8/19/2019,138.41
8/20/2019,137.26
8/21/2019,138.79
8/22/2019,137.78
8/23/2019,133.39
8/26/2019,135.45
8/27/2019,135.74
8/28/2019,135.56
8/29/2019,138.12
8/30/2019,137.86
9/3/2019,136.04
9/4/2019,137.63
9/5/2019,140.05
9/6/2019,139.1
9/9/2019,137.52
9/10/2019,136.08
9/11/2019,136.12
9/12/2019,137.52
9/13/2019,137.32
9/16/2019,136.33
9/17/2019,137.39
9/18/2019,138.52
9/19/2019,141.07
9/20/2019,139.44
9/23/2019,139.14
9/24/2019,137.38
9/25/2019,139.36
9/26/2019,139.54
9/27/2019,137.73
9/30/2019,139.03
10/1/2019,137.07
10/2/2019,134.65
10/3/2019,136.28
10/4/2019,138.12
10/7/2019,137.12
10/8/2019,135.67
10/9/2019,138.24
10/10/2019,139.1
10/11/2019,139.68
10/14/2019,139.55
10/15/2019,141.57
10/16/2019,140.41
10/17/2019,139.69
10/18/2019,137.41
10/21/2019,138.43
10/22/2019,136.37
10/23/2019,137.24
10/24/2019,139.94
10/25/2019,140.73
10/28/2019,144.19
10/29/2019,142.83
10/30/2019,144.61
10/31/2019,143.37
11/1/2019,143.72
11/4/2019,144.55
11/5/2019,144.46
11/6/2019,144.06
11/7/2019,144.26
11/8/2019,145.96
11/11/2019,146.11
11/12/2019,147.07
11/13/2019,147.31
11/14/2019,148.06
11/15/2019,149.97
11/18/2019,150.34
11/19/2019,150.39
11/20/2019,149.62
11/21/2019,149.48
11/22/2019,149.59
11/25/2019,151.23
11/26/2019,152.03
11/27/2019,152.32
11/29/2019,151.38
12/2/2019,149.55
12/3/2019,149.31
12/4/2019,149.85
12/5/2019,149.93
12/6/2019,151.75
12/9/2019,151.75
12/10/2019,151.13
12/11/2019,151.7
12/12/2019,153.24
12/13/2019,154.53
12/16/2019,155.53
12/17/2019,154.69
12/18/2019,154.37
12/19/2019,155.71
12/20/2019,157.41
12/23/2019,157.41
12/24/2019,157.38
12/26/2019,158.67
12/27/2019,158.96
12/30/2019,157.59
12/31/2019,157.7
1/2/2020,160.62
1/3/2020,158.62
1/6/2020,159.03
1/7/2020,157.58
1/8/2020,160.09
1/9/2020,162.09
1/10/2020,161.34
1/13/2020,163.28
1/14/2020,162.13
1/15/2020,163.18
1/16/2020,166.17
1/17/2020,167.1
1/21/2020,166.5
1/22/2020,165.7
1/23/2020,166.72
1/24/2020,165.04
1/27/2020,162.28
1/28/2020,165.46
1/29/2020,168.04
1/30/2020,172.78
1/31/2020,170.23
2/3/2020,174.38
2/4/2020,180.12
2/5/2020,179.9
2/6/2020,183.63
2/7/2020,183.89
2/10/2020,188.7
2/11/2020,184.44
2/12/2020,184.71
2/13/2020,183.71
2/14/2020,185.35
2/18/2020,187.23
2/19/2020,187.28
2/20/2020,184.42
2/21/2020,178.59
2/24/2020,170.89
2/25/2020,168.07
2/26/2020,170.17
2/27/2020,158.18
2/28/2020,162.01
3/2/2020,172.79
3/3/2020,164.51
3/4/2020,170.55
3/5/2020,166.27
3/6/2020,161.57
3/9/2020,150.62
3/10/2020,160.92
3/11/2020,153.63
3/12/2020,139.06
3/13/2020,158.83
3/16/2020,135.42
3/17/2020,146.57
3/18/2020,140.4
3/19/2020,142.71
3/20/2020,137.35
3/23/2020,135.98
3/24/2020,148.34
3/25/2020,146.92
3/26/2020,156.11
3/27/2020,149.7
3/30/2020,160.23
3/31/2020,157.71
4/1/2020,152.11
4/2/2020,155.26
4/3/2020,153.83
4/6/2020,165.27
4/7/2020,163.49
4/8/2020,165.13
4/9/2020,165.14
4/13/2020,165.51
4/14/2020,173.7
4/15/2020,171.88
4/16/2020,177.04
4/17/2020,178.6
4/20/2020,175.06
4/21/2020,167.82
4/22/2020,173.52
4/23/2020,171.42
4/24/2020,174.55
4/27/2020,174.05
4/28/2020,169.81
4/29/2020,177.43
4/30/2020,179.21
5/1/2020,174.57
5/4/2020,178.84
5/5/2020,180.76
5/6/2020,182.54
5/7/2020,183.6
5/8/2020,184.68
5/11/2020,186.74
5/12/2020,182.51
5/13/2020,179.75
5/14/2020,180.53
5/15/2020,183.16
5/18/2020,184.91
5/19/2020,183.63
5/20/2020,185.66
5/21/2020,183.43
5/22/2020,183.51
5/26/2020,181.57
5/27/2020,181.81
5/28/2020,181.4
5/29/2020,183.25
6/1/2020,182.83
6/2/2020,184.91
6/3/2020,185.36
6/4/2020,182.92
6/5/2020,187.2
6/8/2020,188.36
6/9/2020,189.8
6/10/2020,196.84
6/11/2020,186.27
6/12/2020,187.74
6/15/2020,188.94
6/16/2020,193.57
6/17/2020,194.24
6/18/2020,196.32
6/19/2020,195.15
6/22/2020,200.57
6/23/2020,201.91
6/24/2020,197.84
6/25/2020,200.34
6/26/2020,196.33
6/29/2020,198.44
6/30/2020,203.51
7/1/2020,204.7
7/2/2020,206.26
7/6/2020,210.7
7/7/2020,208.25
7/8/2020,212.83
7/9/2020,214.32
7/10/2020,213.67
7/13/2020,207.07
7/14/2020,208.35
7/15/2020,208.04
7/16/2020,203.92
7/17/2020,202.88
7/20/2020,211.6
7/21/2020,208.75
7/22/2020,211.75
7/23/2020,202.54
7/24/2020,201.3
7/27/2020,203.85
7/28/2020,202.02
7/29/2020,204.06
7/30/2020,203.9
7/31/2020,205.01
8/3/2020,216.54
8/4/2020,213.29
8/5/2020,212.94
8/6/2020,216.35
8/7/2020,212.48
8/10/2020,208.25
8/11/2020,203.38
8/12/2020,209.19
8/13/2020,208.7
8/14/2020,208.9
8/17/2020,210.28
8/18/2020,211.49
8/19/2020,209.7
8/20/2020,214.58
8/21/2020,213.02
8/24/2020,213.69
8/25/2020,216.47
8/26/2020,221.15
8/27/2020,226.58
8/28/2020,228.91
8/31/2020,225.53
9/1/2020,227.27
9/2/2020,231.65
9/3/2020,217.3
9/4/2020,214.25
9/8/2020,202.66
9/9/2020,211.29
9/10/2020,205.37
9/11/2020,204.03
9/14/2020,205.41
9/15/2020,208.78
9/16/2020,205.05
9/17/2020,202.91
9/18/2020,200.39
9/21/2020,202.54
9/22/2020,207.42
9/23/2020,200.59
9/24/2020,203.19
9/25/2020,207.82
9/28/2020,209.44
9/29/2020,207.26
9/30/2020,210.33
10/1/2020,212.46
10/2/2020,206.19
10/5/2020,210.38
10/6/2020,205.91
10/7/2020,209.83
10/8/2020,210.58
10/9/2020,215.81
10/12/2020,221.4
10/13/2020,222.86
10/14/2020,220.86
10/15/2020,219.66
10/16/2020,219.66
10/19/2020,214.22
10/20/2020,214.65
10/21/2020,214.8
10/22/2020,214.89
10/23/2020,216.23
10/26/2020,210.08
10/27/2020,213.25
10/28/2020,202.68
10/29/2020,204.72
10/30/2020,202.47
11/2/2020,202.33
11/3/2020,206.43
11/4/2020,216.39
11/5/2020,223.29
11/6/2020,223.72
11/9/2020,218.39
11/10/2020,211.01
11/11/2020,216.55
11/12/2020,215.44
11/13/2020,216.51
11/16/2020,217.23
11/17/2020,214.46
11/18/2020,211.08
11/19/2020,212.42
11/20/2020,210.39
11/23/2020,210.11
11/24/2020,213.86
11/25/2020,213.87
11/27/2020,215.23
11/30/2020,214.07
12/1/2020,216.21
12/2/2020,215.37
12/3/2020,214.24
12/4/2020,214.36
12/7/2020,214.29
12/8/2020,216.01
12/9/2020,211.8
12/10/2020,210.52
12/11/2020,213.26
12/14/2020,214.2
12/15/2020,214.13
12/16/2020,219.28
12/17/2020,219.42
12/18/2020,218.59
